CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,CLAVECCT,NOMBRE_INMUEBLE,NIVEL,alcaldia,longitud,latitud,NUM_MATRICULA_TOTAL_ESCUELA,registros_salud,prioridad_atencion,pct_incompleto,pct_no_asistio,pct_caries,casos_caries,registros_caries,pct_visual,casos_visual,registros_visual,pct_sobrepeso_obesidad,casos_sobrepeso_obesidad,registros_sobrepeso_obesidad,imc_promedio,registros_imc,pct_alertas_multiples,casos_alertas_multiples,registros_alertas_multiples,alertas_promedio,completitud,casos_completos,registros_completitud
09DPR1811T,MARIA G. DE GARCÍA RUIZ,MATUTINO,2025-2026,09DPR1811T,MARIA G. DE GARCÍA RUIZ,Primaria,ÁLVARO OBREGÓN,-99.21105278,19.38724167,288,224,26.4286,0.4464,0,45.5357,102,224,43.3036,97,224,42.8571,96,224,19.3015,200,45.5357,102,224,1.3214,99.5536,223,224
09DPR1569W,REPÚBLICA DE CUBA,MATUTINO,2024-2025 | 2025-2026,09DPR1569W,REPÚBLICA DE CUBA,Primaria,CUAUHTÉMOC,-99.16182778,19.452325,238,224,26.4286,0.4464,0,41.5179,93,224,50.8929,114,224,39.2857,88,224,19.2353,190,46.4286,104,224,1.3214,99.5536,223,224
09DPR2899U,CARTA DE LOS DERECHOS Y DEBERES ECONOMICOS DE LOS ESTADOS,MATUTINO,2024-2025 | 2025-2026,09DPR2899U,CARTA DE LOS DERECHOS Y DEBERES ECONOMICOS DE LOS ESTADOS,Primaria,IZTACALCO,-99.10849167,19.38378889,295,231,26.4069,0.4329,0,40.2597,93,231,49.7835,115,231,41.5584,96,231,19.3376,194,43.7229,101,231,1.3203,99.5671,230,231
09DPR5141V,TLALOC,VESPERTINO,2024-2025,09DPR5063H,TLALOC,Primaria,IZTAPALAPA,-99.05151944,19.36743889,188,150,26.4,33.3333,0,57.3333,86,150,15.3333,23,150,26,39,150,19.165,100,32.6667,49,150,1.32,66.6667,100,150
09DPR0122Z,PRESIDENTE VICENTE ROCAFUERTE,MATUTINO,2024-2025 | 2025-2026,09DPR0122Z,PRESIDENTE VICENTE ROCAFUERTE,Primaria,VENUSTIANO CARRANZA,-99.0565,19.42323333,511,469,26.3966,0,0,34.7548,163,469,60.3412,283,469,36.887,173,469,19.2375,357,47.9744,225,469,1.3198,100,469,469
09DPR5100V,JOSÉ MARIA CHAVEZ ANDRADE,MATUTINO,2024-2025 | 2025-2026,09DPR5100V,JOSÉ MARIA CHAVEZ ANDRADE,Primaria,TLALPAN,-99.21221111,19.26843889,426,432,26.3889,0.463,0,62.963,272,432,26.1574,113,432,42.3611,183,432,18.5396,391,41.2037,178,432,1.3194,99.537,430,432
09DPR1544N,GRAL. MIGUEL NEGRETE,MATUTINO,2024-2025 | 2025-2026,09DPR1544N,GRAL. MIGUEL NEGRETE,Primaria,GUSTAVO A. MADERO,-99.08605278,19.50009167,386,405,26.3704,18.2716,0,46.4198,188,405,36.0494,146,405,31.1111,126,405,18.1525,305,37.5309,152,405,1.3185,81.7284,331,405
09DPR2127H,JULIO VERNE,MATUTINO,2024-2025 | 2025-2026,09DES4287B,JULIO VERNE,Secundaria,IZTAPALAPA,-99.05103056,19.33368889,247,220,26.3636,27.2727,0,15.9091,35,220,56.3636,124,220,32.2727,71,220,18.956,141,36.8182,81,220,1.3182,72.7273,160,220
09DPR1308K,ESTEBAN GARCÍA DE ALBA,MATUTINO,2024-2025 | 2025-2026,09DPR1308K,ESTEBAN GARCÍA DE ALBA,Primaria,IZTAPALAPA,-99.12056389,19.3596,310,170,26.3529,4.7059,0,54.7059,93,170,25.2941,43,170,47.0588,80,170,19.7602,161,38.8235,66,170,1.3176,95.2941,162,170
09DPR3197J,PROFRA. VIRGINIA RIVERA LOZANO,MATUTINO,2025-2026,09DPR0130H,PROFRA. VIRGINIA RIVERA LOZANO,Primaria,ÁLVARO OBREGÓN,-99.21444444,19.35409722,298,255,26.3529,0,0,72.1569,184,255,25.4902,65,255,34.1176,87,255,18.7376,210,45.8824,117,255,1.3176,100,255,255
09DPR4187J,PROFR. SAUL VENANCIO ANCHONDO LOZOYA,MATUTINO,2024-2025 | 2025-2026,09DPR4187J,PROFR. SAUL VENANCIO ANCHONDO LOZOYA,Primaria,TLALPAN,-99.22583889,19.26697222,634,614,26.3518,0,0,47.0684,289,614,44.7883,275,614,39.9023,245,614,18.8719,505,44.7883,275,614,1.3176,100,614,614
09DPR2472R,PLAN SEXENAL,VESPERTINO,2024-2025,09DPR2053G,PLAN SEXENAL,Primaria,MILPA ALTA,-99.07345,19.18691667,535,480,26.3333,35.625,0,50.2083,241,480,25.4167,122,480,20.4167,98,480,17.7841,309,29.5833,142,480,1.3167,64.375,309,480
09DPR1987H,FRANCISCO I. MADERO,MATUTINO,2024-2025 | 2025-2026,09DPR1986I,FRANCISCO I. MADERO,Primaria,TLALPAN,-99.20555278,19.21824722,729,714,26.3305,1.6807,0,65.8263,470,714,22.2689,159,714,41.8768,299,714,19.0029,613,42.437,303,714,1.3165,98.3193,702,714
09DPR1315U,ERNESTO P. URUCHURTU,MATUTINO,2024-2025 | 2025-2026,09DPR1315U,ERNESTO P. URUCHURTU,Primaria,IZTAPALAPA,-99.09640833,19.36548056,330,297,26.33,0,0,51.1785,152,297,50.5051,150,297,29.9663,89,297,18.6176,204,51.5152,153,297,1.3165,100,297,297
09DPR2839F,MTRA. GUILLERMINA GONZÁLEZ GALICIA,MATUTINO,2024-2025 | 2025-2026,09DPR2839F,MTRA. GUILLERMINA GONZÁLEZ GALICIA,Primaria,IZTAPALAPA,-99.07958056,19.34792222,527,430,26.3256,0.4651,0,43.0233,185,430,45.3488,195,430,42.7907,184,430,19.0653,389,42.7907,184,430,1.3163,99.5349,428,430
09DPR1650X,MÁRTIRES DEL AGRARISMO,MATUTINO,2024-2025 | 2025-2026,09DPR1650X,MÁRTIRES DEL AGRARISMO,Primaria,AZCAPOTZALCO,-99.20050556,19.48334167,341,529,26.3138,27.7883,0,26.8431,142,529,44.8015,237,529,32.1361,170,529,18.7952,373,34.7826,184,529,1.3157,72.2117,382,529
09DPR2061P,MARTÍN TORRES PADILLA,MATUTINO,2024-2025 | 2025-2026,09DPR2061P,MARTÍN TORRES PADILLA,Primaria,TLALPAN,-99.13998889,19.285475,378,320,26.3125,0.3125,0,45.9375,147,320,42.1875,135,320,43.125,138,320,19.1232,315,40.625,130,320,1.3156,99.6875,319,320
09DPR2836I,GREGORIO TORRES QUINTERO,MATUTINO,2024-2025 | 2025-2026,09DJN0910W,GREGORIO TORRES QUINTERO,Preescolar,COYOACÁN,-99.10751944,19.3193,409,479,26.3048,25.261,0,35.2818,169,479,44.8852,215,479,26.096,125,479,18.6124,259,40.0835,192,479,1.3152,74.739,358,479
09DPR1937Z,JOHN F. KENNEDY,MATUTINO,2025-2026,09DES4067Q,JOHN F. KENNEDY,Secundaria,AZCAPOTZALCO,-99.20011389,19.48436667,257,213,26.2911,0,0,54.4601,116,213,30.0469,64,213,46.9484,100,213,19.1538,197,42.2535,90,213,1.3146,100,213,213
09DPR0145J,PROFRA. JOSEFINA TOLSA MARAÑON,MATUTINO,2024-2025 | 2025-2026,09DPR4208F,PROFRA. JOSEFINA TOLSA MARAÑON,Primaria,GUSTAVO A. MADERO,-99.13484167,19.55234167,515,655,26.2901,28.0916,0,37.0992,243,655,39.2366,257,655,27.0229,177,655,20.3256,317,38.626,253,655,1.3145,71.9084,471,655
09DPR2900T,TLACAELEL,MATUTINO,2024-2025,09DPR2782V,TLACAELEL,Primaria,TLÁHUAC,-99.05723333,19.29519722,560,407,26.2899,38.5749,0,27.7641,113,407,32.1867,131,407,32.9238,134,407,19.5756,250,30.4668,124,407,1.3145,61.4251,250,407
09DPR1621B,CARLOS MARX,MATUTINO,2024-2025 | 2025-2026,09DES0214I,CARLOS MARX,Secundaria,IZTAPALAPA,-99.000825,19.36634444,554,601,26.2895,23.4609,0,36.772,221,601,43.594,262,601,27.6206,166,601,19.4073,369,39.4343,237,601,1.3145,76.5391,460,601
09DPR2674N,RABINDRANATH TAGORE,VESPERTINO,2024-2025 | 2025-2026,09DPR2674N,RABINDRANATH TAGORE,Primaria,GUSTAVO A. MADERO,-99.13798611,19.52011389,124,156,26.2821,22.4359,0,49.359,77,156,39.1026,61,156,20.5128,32,156,17.5337,95,38.4615,60,156,1.3141,77.5641,121,156
09DPR1960A,LIBERAL,VESPERTINO,2025-2026,09DPR1960A,LIBERAL,Primaria,COYOACÁN,-99.14677778,19.32136667,107,86,26.2791,50,0,38.3721,33,86,19.7674,17,86,23.2558,20,86,18.9279,43,30.2326,26,86,1.314,50,43,86
09DPR5110B,JOSÉ MARIA CHAVEZ ANDRADE,VESPERTINO,2024-2025 | 2025-2026,09DPR5100V,JOSÉ MARIA CHAVEZ ANDRADE,Primaria,TLALPAN,-99.21221111,19.26843889,316,284,26.2676,0.7042,0,73.2394,208,284,21.1268,60,284,36.2676,103,284,18.7221,235,45.0704,128,284,1.3134,99.2958,282,284
09DPR2280B,REPÚBLICA ITALIANA,MATUTINO,2025-2026,09DPR2280B,REPÚBLICA ITALIANA,Primaria,COYOACÁN,-99.13140278,19.34407222,377,393,26.2595,20.1018,0,42.4936,167,393,35.1145,138,393,33.5878,132,393,18.735,311,35.1145,138,393,1.313,79.8982,314,393
09DPR1863Z,JACINTO CANEK,MATUTINO,2024-2025 | 2025-2026,09DPR1961Z,JACINTO CANEK,Primaria,TLALPAN,-99.21888333,19.28870833,595,497,26.2374,1.6097,0,51.1066,254,497,35.6137,177,497,42.8571,213,497,18.706,484,37.6258,187,497,1.3119,98.3903,489,497
09DPR1884L,BATALLON DE SAN PATRICIO,MATUTINO,2024-2025 | 2025-2026,09DPR1886J,BATALLON DE SAN PATRICIO,Primaria,ÁLVARO OBREGÓN,-99.21332222,19.34417778,179,167,26.2275,1.1976,0,51.497,86,167,38.9222,65,167,39.521,66,167,19.1529,140,44.9102,75,167,1.3114,98.8024,165,167
09DPR1953R,PLAN DE AYUTLA,MATUTINO,2024-2025 | 2025-2026,09DPR1044S,PLAN DE AYUTLA,Primaria,VENUSTIANO CARRANZA,-99.09669444,19.445675,567,559,26.2254,2.5045,0,50.4472,282,559,37.746,211,559,40.4293,226,559,18.4028,504,40.2504,225,559,1.3113,97.4955,545,559
09DPR2532P,JAIME NUNO,MATUTINO,2024-2025 | 2025-2026,09DJN0698T,JAIME NUNO,Preescolar,CUAUHTÉMOC,-99.13766389,19.44666944,234,200,26.2,0.5,0,50,100,200,49.5,99,200,31,62,200,18.617,153,45.5,91,200,1.31,99.5,199,200
09DPR2393E,JOSÉ MARÍA PINO SUÁREZ,MATUTINO,2024-2025 | 2025-2026,09DPR2393E,JOSÉ MARÍA PINO SUÁREZ,Primaria,CUAUHTÉMOC,-99.12995,19.44877778,141,113,26.1947,0,0,45.1327,51,113,40.708,46,113,45.1327,51,113,19.8187,91,43.3628,49,113,1.3097,100,113,113
09DPR1119S,MANUEL ACUÑA,MATUTINO,2024-2025 | 2025-2026,09DES0306Z,MANUEL ACUÑA,Secundaria,IZTAPALAPA,-99.02557778,19.33202778,652,811,26.1899,18.0025,0,34.5253,280,811,50.9248,413,811,27.4969,223,811,18.5362,522,42.1702,342,811,1.3095,81.9975,665,811
09DPR1758O,ISAAC OCHOTERENA,MATUTINO,2024-2025 | 2025-2026,09DPR1760C,ISAAC OCHOTERENA,Primaria,TLALPAN,-99.16700833,19.27355278,352,262,26.1832,0,0,51.145,134,262,33.9695,89,262,45.8015,120,262,18.9227,256,41.9847,110,262,1.3092,100,262,262
09DPR1716P,FRANCISCO FIGUEROA,MATUTINO,2025-2026,09DPR1716P,FRANCISCO FIGUEROA,Primaria,MIGUEL HIDALGO,-99.19326944,19.45848611,128,94,26.1702,0,0,44.6809,42,94,47.8723,45,94,38.2979,36,94,19.6324,71,48.9362,46,94,1.3085,100,94,94
09DPR2748O,PROFRA. CONSUELO MARTÍNEZ DE CUERVO,MATUTINO,2024-2025 | 2025-2026,09DPR2748O,PROFRA. CONSUELO MARTÍNEZ DE CUERVO,Primaria,GUSTAVO A. MADERO,-99.09342778,19.50753056,517,639,26.1659,23.4742,0,36.6197,234,639,48.8263,312,639,21.9092,140,639,17.8779,348,41.471,265,639,1.3083,76.5258,489,639
09DPR0017O,NICOLAS LEON,MATUTINO,2024-2025,09DPR0015Q,NICOLAS LEON,Primaria,TLÁHUAC,-98.99588889,19.28511944,410,390,26.1538,22.3077,0,41.2821,161,390,27.6923,108,390,39.4872,154,390,18.4152,303,35.1282,137,390,1.3077,77.6923,303,390
09DPR2022N,ING. ESTANISLAO RAMÍREZ RUIZ,MATUTINO,2024-2025,09DPR2022N,ING. ESTANISLAO RAMÍREZ RUIZ,Primaria,TLÁHUAC,-99.00883611,19.27838611,416,374,26.1497,25.9358,0,33.9572,127,374,36.8984,138,374,33.9572,127,374,18.4007,277,36.0963,135,374,1.3075,74.0642,277,374
09DPR4165Y,DANIEL COSIO VILLEGAS,VESPERTINO,2024-2025 | 2025-2026,09DPR4165Y,DANIEL COSIO VILLEGAS,Primaria,TLÁHUAC,-99.03792778,19.31230556,388,371,26.1456,53.6388,0,28.0323,104,371,27.2237,101,371,21.8329,81,371,18.7012,170,29.1105,108,371,1.3073,46.3612,172,371
09DPR2065L,JUAN DE LA BARRERA,MATUTINO,2024-2025,09DPR2065L,JUAN DE LA BARRERA,Primaria,XOCHIMILCO,-99.13141389,19.25603333,406,355,26.1408,19.4366,0,46.1972,164,355,29.8592,106,355,35.2113,125,355,18.7892,286,35.493,126,355,1.307,80.5634,286,355
09DPR2773N,MAESTRO ARQUELES VELA S.,MATUTINO,2025-2026,09DPR2773N,MAESTRO ARQUELES VELA S.,Primaria,ÁLVARO OBREGÓN,-99.20045,19.38991944,341,352,26.1364,3.9773,0,61.6477,217,352,18.4659,65,352,46.5909,164,352,19.3577,317,39.7727,140,352,1.3068,96.0227,338,352
09DPR2916U,CERRO DE LA ESTRELLA,VESPERTINO,2024-2025 | 2025-2026,09DPR2908L,CERRO DE LA ESTRELLA,Primaria,IZTAPALAPA,-99.10246111,19.34549444,159,62,26.129,4.8387,0,74.1935,46,62,12.9032,8,62,38.7097,24,62,19.5517,58,38.7097,24,62,1.3065,95.1613,59,62
09DPR1951T,REPÚBLICA DE GUATEMALA,MATUTINO,2024-2025 | 2025-2026,09DES0057I,REPÚBLICA DE GUATEMALA,Secundaria,GUSTAVO A. MADERO,-99.11147778,19.46148889,231,193,26.114,0,0,45.0777,87,193,44.0415,85,193,41.4508,80,193,18.9739,180,43.0052,83,193,1.3057,100,193,193
09DPR1489K,REPÚBLICA DE SUDAN,MATUTINO,2024-2025 | 2025-2026,09DPR1489K,REPÚBLICA DE SUDAN,Primaria,GUSTAVO A. MADERO,-99.06900556,19.48577222,277,337,26.1128,24.3323,0,31.454,106,337,46.5875,157,337,28.1899,95,337,19.0832,190,39.7626,134,337,1.3056,75.6677,255,337
09DPR1447L,VICTORIO ROJAS OLIVAR,VESPERTINO,2024-2025 | 2025-2026,09DPR1449J,VICTORIO ROJAS OLIVAR,Primaria,GUSTAVO A. MADERO,-99.13395833,19.51943889,153,177,26.1017,27.6836,0,34.4633,61,177,42.9379,76,177,25.4237,45,177,19.3374,91,37.8531,67,177,1.3051,72.3164,128,177
09DPR2172U,BOMBERO RAMÓN ARRIAGA ACEVES,VESPERTINO,2024-2025 | 2025-2026,09DPR2172U,BOMBERO RAMÓN ARRIAGA ACEVES,Primaria,GUSTAVO A. MADERO,-99.11734167,19.50060278,111,128,26.0938,26.5625,0,34.375,44,128,45.3125,58,128,24.2188,31,128,18.9667,69,38.2812,49,128,1.3047,73.4375,94,128
09DPR1902K,HÉROES DE CHURUBUSCO,MATUTINO,2024-2025 | 2025-2026,09DPR1902K,HÉROES DE CHURUBUSCO,Primaria,COYOACÁN,-99.15631389,19.35010278,38,125,26.08,0,0,49.6,62,125,39.2,49,125,41.6,52,125,19.0112,107,40.8,51,125,1.304,100,125,125
09DPR5154Z,BENITO JUÁREZ,VESPERTINO,2024-2025,09DPR2241Z,BENITO JUÁREZ,Primaria,CUAJIMALPA DE MORELOS,-99.32901667,19.33125556,210,142,26.0563,12.6761,0,40.8451,58,142,54.2254,77,142,22.5352,32,142,17.3976,124,39.4366,56,142,1.3028,87.3239,124,142
09DPR3154L,REPÚBLICA DE GUATEMALA,VESPERTINO,2025-2026,09DES0057I,REPÚBLICA DE GUATEMALA,Secundaria,GUSTAVO A. MADERO,-99.11147778,19.46148889,142,109,26.055,0,0,50.4587,55,109,54.1284,59,109,25.6881,28,109,18.439,77,47.7064,52,109,1.3028,100,109,109
09DPR1501P,VIDAL ALCOCER,MATUTINO,2024-2025 | 2025-2026,09DPR1501P,VIDAL ALCOCER,Primaria,TLALPAN,-99.16491944,19.28780556,439,367,26.049,0,0,46.8665,172,367,39.782,146,367,43.5967,160,367,19.616,318,43.0518,158,367,1.3025,100,367,367
09DPR0109E,PROFR. MANUEL RAFAEL GUTIERREZ,MATUTINO,2024-2025,09DPR0009F,PROFR. MANUEL RAFAEL GUTIERREZ,Primaria,TLÁHUAC,-99.00582778,19.28943611,506,483,26.0455,27.3292,0,28.5714,138,483,35.4037,171,483,38.9234,188,483,28.255,351,33.9545,164,483,1.3023,72.6708,351,483
09DPR2737I,XOCHIMILCO,MATUTINO,2024-2025,09DJN0073Q,XOCHIMILCO,Preescolar,XOCHIMILCO,-99.10267222,19.27168889,589,550,26.0364,26.7273,0,35.6364,196,550,36.3636,200,550,31.4545,173,550,18.9695,403,32,176,550,1.3018,73.2727,403,550
09DPR1283S,JOSÉ JOAQUIN TERRAZAS,MATUTINO,2025-2026,09DPR1283S,JOSÉ JOAQUIN TERRAZAS,Primaria,BENITO JUÁREZ,-99.14075833,19.39041111,165,116,26.0345,3.4483,0,50.8621,59,116,43.1034,50,116,32.7586,38,116,18.1115,104,38.7931,45,116,1.3017,96.5517,112,116
09DPR2639H,PROFR. SOSTENES NICOLAS CHAPA NIETO,VESPERTINO,2024-2025 | 2025-2026,09DPR2624F,PROFR. SOSTENES NICOLAS CHAPA NIETO,Primaria,TLALPAN,-99.19134722,19.27183333,200,136,26.0294,6.6176,0,61.7647,84,136,20.5882,28,136,41.1765,56,136,19.3459,111,44.1176,60,136,1.3015,93.3824,127,136
09DPR1299T,FRAY MARTÍN DE VALENCIA,VESPERTINO,2025-2026,09DPR1299T,FRAY MARTÍN DE VALENCIA,Primaria,IZTAPALAPA,-99.07073056,19.36405556,136,93,26.0215,1.0753,0,49.4624,46,93,48.3871,45,93,31.1828,29,93,18.8833,66,48.3871,45,93,1.3011,98.9247,92,93
09DPR4199O,XAVIER VILLAURRUTIA,MATUTINO,2024-2025 | 2025-2026,09DPR4199O,XAVIER VILLAURRUTIA,Primaria,COYOACÁN,-99.1036,19.31409722,395,379,26.0158,0.2639,0,63.0607,239,379,28.7599,109,379,37.9947,144,379,18.9196,321,43.5356,165,379,1.3008,99.7361,378,379
09DPR5119T,QUETZALCOATL,VESPERTINO,2024-2025 | 2025-2026,09DPR5119T,QUETZALCOATL,Primaria,CUAJIMALPA DE MORELOS,-99.30938056,19.3535,186,223,26.009,15.2466,0,52.0179,116,223,34.0807,76,223,28.6996,64,223,18.2699,146,42.1525,94,223,1.3004,84.7534,189,223
09DPR2200Z,SIRIA,MATUTINO,2024-2025 | 2025-2026,09DPR2200Z,SIRIA,Primaria,VENUSTIANO CARRANZA,-99.09983611,19.44246389,397,313,26.0064,9.5847,0,31.9489,100,313,45.3674,142,313,43.131,135,313,19.283,282,35.7827,112,313,1.3003,90.4153,283,313
09DPR2029G,CHICHÉN ITZÁ,MATUTINO,2024-2025 | 2025-2026,09DPR2029G,CHICHÉN ITZÁ,Primaria,XOCHIMILCO,-99.12616667,19.24756111,780,766,26.0052,37.3368,0,39.4256,302,766,21.9321,168,766,31.3316,240,766,19.1194,479,29.765,228,766,1.3003,62.6632,480,766
09DPR5050D,PROFR. MANUEL S. HIDALGO CASTRO,MATUTINO,2024-2025 | 2025-2026,09DPR5051C,PROFR. MANUEL S. HIDALGO CASTRO,Primaria,TLÁHUAC,-99.04088611,19.30443333,673,623,25.9711,38.0417,0,34.8315,217,623,28.2504,176,623,28.7319,179,623,18.7904,386,30.3371,189,623,1.2986,61.9583,386,623
09DPR1865X,JUAN A. MATEOS,MATUTINO,2024-2025 | 2025-2026,09DPR1865X,JUAN A. MATEOS,Primaria,ÁLVARO OBREGÓN,-99.218825,19.37125833,272,238,25.9664,0.4202,0,61.3445,146,238,31.9328,76,238,36.1345,86,238,18.9157,191,42.8571,102,238,1.2983,99.5798,237,238
09DPR1528W,PROFR. RAFAEL RAMIREZ,MATUTINO,2024-2025 | 2025-2026,09DPR1529V,PROFR. RAFAEL RAMIREZ,Primaria,GUSTAVO A. MADERO,-99.09654722,19.49922222,447,477,25.9539,26.4151,0,36.8973,176,477,42.348,202,477,24.109,115,477,18.6171,251,38.3648,183,477,1.2977,73.5849,351,477
09DPR1014Y,TELPOCHCALLI,MATUTINO,2024-2025 | 2025-2026,09DJN0030S,TELPOCHCALLI,Preescolar,GUSTAVO A. MADERO,-99.07869722,19.48646111,291,215,25.9535,0.4651,0,32.093,69,215,53.9535,116,215,43.2558,93,215,19.7403,181,45.5814,98,215,1.2977,99.5349,214,215
09DPR1627W,VEINTE DE NOVIEMBRE,MATUTINO,2024-2025 | 2025-2026,09DBN0027W,VEINTE DE NOVIEMBRE,Primaria,CUAUHTÉMOC,-99.1592,19.43830556,242,252,25.9524,21.8254,0,26.9841,68,252,48.0159,121,252,32.9365,83,252,20.1774,155,38.8889,98,252,1.2976,78.1746,197,252
09DPR0040P,FLAVIO GUTIERREZ ZACARIAS,VESPERTINO,2025-2026,09DPR0040P,FLAVIO GUTIERREZ ZACARIAS,Primaria,ÁLVARO OBREGÓN,-99.22496111,19.38311389,107,84,25.9524,0,0,53.5714,45,84,35.7143,30,84,40.4762,34,84,18.7418,67,42.8571,36,84,1.2976,100,84,84
09DIX0028V,GRAL. LÁZARO CARDENAS,MATUTINO,2025-2026,09DIX0028V,GRAL. LÁZARO CARDENAS,Primaria,IZTAPALAPA,-99.09388056,19.36661111,384,373,25.9517,0,0,49.0617,183,373,34.3164,128,373,46.3807,173,373,18.6121,373,40.2145,150,373,1.2976,100,373,373
09DPR4208F,PROFRA. JOSEFINA TOLSA MARAÑON,VESPERTINO,2024-2025 | 2025-2026,09DPR4208F,PROFRA. JOSEFINA TOLSA MARAÑON,Primaria,GUSTAVO A. MADERO,-99.13484167,19.55234167,348,410,25.9512,23.1707,0,36.3415,149,410,44.878,184,410,25.3659,104,410,18.9556,225,39.5122,162,410,1.2976,76.8293,315,410
09DPR2821G,JUAN RAMON JIMÉNEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR2795Z,JUAN RAMON JIMÉNEZ,Primaria,IZTAPALAPA,-99.08056111,19.30685278,295,185,25.9459,1.0811,0,63.7838,118,185,22.1622,41,185,42.7027,79,185,19.4302,182,38.3784,71,185,1.2973,98.9189,183,185
09DPR2236O,REPÚBLICA DE CAMERUN,MATUTINO,2024-2025 | 2025-2026,09DPR2719T,REPÚBLICA DE CAMERUN,Primaria,ÁLVARO OBREGÓN,-99.22205833,19.37792222,535,509,25.9332,0.1965,0,32.8094,167,509,48.5265,247,509,48.1336,245,509,20.0255,443,42.4361,216,509,1.2967,99.8035,508,509
09DPR5029A,FUERZAS ARMADAS DE MÉXICO,VESPERTINO,2025-2026,09DPR2301Y,FUERZAS ARMADAS DE MÉXICO,Primaria,TLALPAN,-99.16236667,19.27827222,187,118,25.9322,0,0,49.1525,58,118,49.1525,58,118,31.3559,37,118,18.4274,106,44.9153,53,118,1.2966,100,118,118
09DPR3270B,PROFR. RAMON ANDRADE CARMONA,VESPERTINO,2024-2025 | 2025-2026,09DPR3270B,PROFR. RAMON ANDRADE CARMONA,Primaria,GUSTAVO A. MADERO,-99.13305833,19.56748611,535,597,25.9296,19.933,0,41.206,246,597,42.5461,254,597,25.9631,155,597,18.7577,388,39.196,234,597,1.2965,80.067,478,597
09DPR5009N,PROFR. AGUSTIN BANDA SEVILLA,MATUTINO,2024-2025,09DPR5009N,PROFR. AGUSTIN BANDA SEVILLA,Primaria,XOCHIMILCO,-99.097725,19.20853056,375,358,25.9218,10.3352,0,53.352,191,358,34.3575,123,358,31.5642,113,358,18.9097,321,36.0335,129,358,1.2961,89.6648,321,358
09DPR4511Q,REPÚBLICA ARABE DE EGIPTO,MATUTINO,2024-2025 | 2025-2026,09DPR4510R,REPÚBLICA ARABE DE EGIPTO,Primaria,IZTAPALAPA,-99.03789444,19.32099722,619,544,25.9191,0.5515,0,41.1765,224,544,53.4926,291,544,34.375,187,544,19.1554,413,44.1176,240,544,1.296,99.4485,541,544
09DPR5128A,DANIEL RAMIREZ PÉREZ,VESPERTINO,2024-2025,09DPR4193U,DANIEL RAMIREZ PÉREZ,Primaria,XOCHIMILCO,-99.12149722,19.21893333,261,217,25.8986,36.4055,0,45.6221,99,217,20.2765,44,217,27.1889,59,217,19.0633,139,30.8756,67,217,1.2949,63.5945,138,217
09DPR1851U,MAESTRO CANDOR GUAJARDO,MATUTINO,2024-2025 | 2025-2026,09DPR1851U,MAESTRO CANDOR GUAJARDO,Primaria,ÁLVARO OBREGÓN,-99.22328056,19.37000833,495,451,25.898,0,0,49.2239,222,451,33.2594,150,451,47.0067,212,451,19.2789,403,41.6851,188,451,1.2949,100,451,451
09DPR2515Z,MIGUEL DE UNAMUNO,MATUTINO,2024-2025 | 2025-2026,09DPR2515Z,MIGUEL DE UNAMUNO,Primaria,CUAUHTÉMOC,-99.15962778,19.42572222,185,173,25.896,0.578,0,43.3526,75,173,47.9769,83,173,37.5723,65,173,19.8117,137,45.0867,78,173,1.2948,99.422,172,173
09DPR1209K,CHIPRE,MATUTINO,2024-2025 | 2025-2026,09DPR1209K,CHIPRE,Primaria,BENITO JUÁREZ,-99.14580556,19.37651944,301,268,25.8955,0,0,33.209,89,268,49.2537,132,268,47.0149,126,268,19.6819,243,41.791,112,268,1.2948,100,268,268
09DPR2030W,AURELIANO CASTILLO,MATUTINO,2024-2025,09DPR2030W,AURELIANO CASTILLO,Primaria,XOCHIMILCO,-99.03712222,19.25748056,746,682,25.8944,24.1935,0,34.6041,236,682,33.5777,229,682,37.0968,253,682,18.8371,517,32.6979,223,682,1.2947,75.8065,517,682
09DPR1849F,CLUB DE LEONES NUMERO 4,MATUTINO,2025-2026,09DPR1850V,CLUB DE LEONES NUMERO 4,Primaria,ÁLVARO OBREGÓN,-99.20187222,19.370925,402,353,25.8924,0,0,45.8924,162,353,42.7762,151,353,40.7932,144,353,18.6773,321,43.9093,155,353,1.2946,100,353,353
09DPR1335H,BENITO JUÁREZ,MATUTINO,2024-2025 | 2025-2026,09DPR2241Z,BENITO JUÁREZ,Primaria,CUAJIMALPA DE MORELOS,-99.32901667,19.33125556,831,829,25.8866,0.1206,0,29.9156,248,829,62.0024,514,829,37.3945,310,829,18.9928,656,44.1496,366,829,1.2943,99.8794,828,829
09DPR2695Z,NETZAHUALCOYOTL,MATUTINO,2024-2025 | 2025-2026,09DJN0211B,NETZAHUALCOYOTL,Preescolar,GUSTAVO A. MADERO,-99.15440833,19.52056667,246,208,25.8654,10.5769,0,60.0962,125,208,19.2308,40,208,39.4231,82,208,19.0479,169,38.4615,80,208,1.2933,89.4231,186,208
