CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,prioridad_atencion,pct_incompleto,pct_caries,pct_visual,pct_sobrepeso_obesidad,imc_promedio,NUM_MATRICULA_TOTAL_ESCUELA_x,alertas_promedio,NUM_MATRICULA_TOTAL_ESCUELA_y,CLAVECCT,NOMBRE,longitud,latitud,alcaldia,NIVEL,completitud
09DPR1046Q,PLAN DE AYUTLA,VESPERTINO,2024-2025 | 2025-2026,23.4286,1.4286,50.0,52.8571,12.8571,16.6731,79.0,41.4286,79,09DPR1044S,PLAN DE AYUTLA,-99.09669444,19.445675,VENUSTIANO CARRANZA,Primaria,98.5714
09DPR2018A,HÉROES DE CHAPULTEPEC,VESPERTINO,2024-2025 | 2025-2026,23.4146,0.813,47.1545,39.0244,30.0813,19.6253,168.0,42.2764,168,09DPR2017B,HÉROES DE CHAPULTEPEC,-99.17145833,19.27498611,TLALPAN,Primaria,99.187
09DPR0929K,QUETZALCOATL,MATUTINO,2024-2025 | 2025-2026,23.3962,0.0,29.2453,57.5472,30.1887,19.787,135.0,41.5094,135,09DPR5119T,QUETZALCOATL,-99.30938056,19.3535,CUAJIMALPA DE MORELOS,Primaria,100.0
09DPR1314V,LEONISMO INTERNACIONAL,MATUTINO,2025-2026,23.3952,0.2653,56.7639,19.6286,40.3183,18.3358,464.0,36.3395,464,09DPR1314V,LEONISMO INTERNACIONAL,-99.142825,19.39859444,BENITO JUÁREZ,Primaria,99.7347
09DPR1558Q,AUSTRIA,MATUTINO,2024-2025 | 2025-2026,23.3939,16.6667,30.303,35.1515,34.8485,,,34.5455,287,09DPR1558Q,AUSTRIA,-99.16218889,19.475675,AZCAPOTZALCO,Primaria,83.33330000000001
09DPR3109Z,MARTÍN LUIS GUZMAN,MATUTINO,2024-2025 | 2025-2026,23.3742,5.6748,50.0,20.2454,40.9509,19.0551,706.0,31.5951,706,09DPR3109Z,MARTÍN LUIS GUZMAN,-99.16310833,19.32626111,COYOACÁN,Primaria,94.3252
09DPR1522B,CLUB DE LEONES NUMERO 6,MATUTINO,2024-2025 | 2025-2026,23.3645,23.053,28.3489,38.0062,27.4143,19.2274,274.0,33.0218,274,09DPR1522B,CLUB DE LEONES NUMERO 6,-99.08781944,19.47690833,GUSTAVO A. MADERO,Primaria,76.947
09DPR1939Y,ANDRÉS QUINTANA ROO,MATUTINO,2025-2026,23.3636,6.3636,46.3636,20.4545,43.6364,19.0229,248.0,30.9091,248,09DJN0994U,ANDRES QUINTANA ROO,-99.22988056,19.36986944,ÁLVARO OBREGÓN,Preescolar,93.6364
09DPR0100N,TLAMATINI,MATUTINO,2024-2025 | 2025-2026,23.3526,0.1927,41.6185,39.3064,35.6455,18.3713,575.0,36.6089,575,09DJN1337P,TLAMATINI,-99.13876111,19.53462778,GUSTAVO A. MADERO,Preescolar,99.8073
09DPR2310F,AFGANISTAN,MATUTINO,2025-2026,23.3473,0.0,45.1883,41.4226,30.1255,18.1555,290.0,35.5649,290,09DPR2310F,AFGANISTAN,-99.09079444,19.38995833,IZTACALCO,Primaria,100.0
09DPR3122T,AURELIANO CASTILLO,VESPERTINO,2024-2025 | 2025-2026,23.3447,41.8089,36.8601,14.1638,23.8908,,,24.4027,634,09DPR2030W,AURELIANO CASTILLO,-99.03712222,19.25748056,XOCHIMILCO,Primaria,58.1911
09DPR1252Z,MÁRTIRES DE LA REFORMA,MATUTINO,2025-2026,23.3333,27.7778,41.6667,11.1111,36.1111,,,25.0,142,09DPR1242S,MÁRTIRES DE LA REFORMA,-99.10918889,19.33201389,IZTAPALAPA,Primaria,72.2222
09DPR1994R,ESPARTACO,MATUTINO,2024-2025 | 2025-2026,23.3333,0.0,60.0694,23.2639,33.3333,19.1062,360.0,36.4583,360,09DPR1994R,ESPARTACO,-99.13490556,19.31788056,COYOACÁN,Primaria,100.0
09DPR2677K,CORONEL SILVESTRE LÓPEZ,VESPERTINO,2024-2025 | 2025-2026,23.3333,23.6111,36.1111,39.5833,17.3611,,,36.8056,136,09DPR2733M,CORONEL SILVESTRE LÓPEZ,-99.06315556,19.45090556,GUSTAVO A. MADERO,Primaria,76.3889
09DPR1485O,EMILIANO ZAPATA,VESPERTINO,2024-2025 | 2025-2026,23.3333,35.5231,41.4842,13.2603,26.399,18.841,710.0,23.9659,710,09DPR1320F,EMILIANO ZAPATA,-99.10103333,19.32441667,IZTAPALAPA,Primaria,64.4769
09DPR2203X,PROFR. BENJAMIN GURROLA CARRERA,MATUTINO,2024-2025 | 2025-2026,23.3,32.0,29.0,34.5,21.0,,,33.0,185,09DPR2203X,PROFR. BENJAMIN GURROLA CARRERA,-99.10505,19.45984167,GUSTAVO A. MADERO,Primaria,68.0
09DPR3054M,SECRETARIA DE PROGRAMACIÓN Y PRESUPUESTO,MATUTINO,2025-2026,23.299,8.2474,42.268,36.0825,29.8969,17.9364,55.0,37.1134,55,09DPR3054M,SECRETARIA DE PROGRAMACIÓN Y PRESUPUESTO,-99.15796389,19.40233056,BENITO JUÁREZ,Primaria,91.7526
09DPR2215B,THAILANDIA,MATUTINO,2024-2025 | 2025-2026,23.271,0.0,48.1308,29.2056,39.0187,18.848,489.0,36.215,489,09DPR2783U,THAILANDIA,-99.23235278,19.37026667,ÁLVARO OBREGÓN,Primaria,100.0
09DPR2314B,FRAY BARTOLOMÉ DE LAS CASAS,MATUTINO,2024-2025 | 2025-2026,23.2653,8.1633,36.7347,51.0204,20.4082,15.7349,269.0,32.6531,269,09DPR2568D,FRAY BARTOLOMÉ DE LAS CASAS,-99.11003333,19.37703056,IZTAPALAPA,Primaria,91.83670000000001
09DPR1936A,JUAN ESCUTIA,MATUTINO,2024-2025 | 2025-2026,23.2618,0.2146,50.8584,18.4549,46.7811,19.0426,490.0,34.9785,490,09DJN0171R,JUAN ESCUTIA,-99.08091389,19.47825278,GUSTAVO A. MADERO,Preescolar,99.7854
09DPR2991A,JUAN AMOS COMENIO,MATUTINO,2024-2025 | 2025-2026,23.2432,27.8586,28.6902,40.1247,19.5426,,,32.8482,416,09DJN0043W,JUAN AMOS COMENIO,-99.09963333,19.501325,GUSTAVO A. MADERO,Preescolar,72.1414
09DPR5069B,LUIS DONALDO COLOSIO MURRIETA,MATUTINO,2024-2025 | 2025-2026,23.2381,0.9524,31.4286,30.9524,52.8571,19.3462,292.0,34.2857,292,09DES4302D,LUIS DONALDO COLOSIO MURRIETA,-99.23640556,19.30723056,LA MAGDALENA CONTRERAS,Secundaria,99.0476
09DPR3140I,MEXITLI,MATUTINO,2024-2025 | 2025-2026,23.2381,47.1429,8.5714,37.8571,22.619,,,24.0476,345,09DPR3140I,MEXITLI,-99.20863056,19.47946111,AZCAPOTZALCO,Primaria,52.8571
09DPR3001H,TEUHTLI,VESPERTINO,2024-2025 | 2025-2026,23.2184,59.7701,26.4368,16.092,13.7931,18.0676,211.0,19.5402,211,09DJN1164O,TEUHTLI,-99.03056111,19.24948333,XOCHIMILCO,Preescolar,40.2299
09DPR2762H,CORONEL NICOLAS ROMERO,VESPERTINO,2024-2025,23.2,37.3333,44.0,21.3333,13.3333,17.3766,97.0,24.0,97,09DPR2762H,CORONEL NICOLAS ROMERO,-99.25272778,19.30666389,LA MAGDALENA CONTRERAS,Primaria,62.6667
09DPR2237N,CUAUHTÉMOC,MATUTINO,2024-2025 | 2025-2026,23.1953,27.0217,42.4063,15.1874,31.3609,,,27.4162,580,09DES0319C,CUAUHTÉMOC,-99.06195278,19.32543056,IZTAPALAPA,Secundaria,72.9783
09DPR4019N,EFRAIN HUERTA,VESPERTINO,2024-2025 | 2025-2026,23.1738,0.2519,53.9043,24.1814,37.5315,18.6627,474.0,33.7531,474,09DPR4019N,EFRAIN HUERTA,-99.25931111,19.32503333,ÁLVARO OBREGÓN,Primaria,99.7481
09DPR2986P,RAMON LÓPEZ VELARDE,MATUTINO,2024-2025,23.1628,65.1163,13.4884,22.7907,14.4186,19.1267,222.0,16.2791,222,09DPR2735K,RAMÓN LÓPEZ VELARDE,-99.08513611,19.49048889,GUSTAVO A. MADERO,Primaria,34.883700000000005
09DPR5135K,CENOBIA GARCÍA NAVA,VESPERTINO,2024-2025 | 2025-2026,23.1541,0.7168,57.7061,25.0896,32.2581,18.3008,384.0,37.276,384,09DPR5135K,CENOBIA GARCÍA NAVA,-99.28146667,19.32846111,ÁLVARO OBREGÓN,Primaria,99.2832
09DPR1785L,VASCO DE QUIROGA,MATUTINO,2024-2025 | 2025-2026,23.1507,0.4566,50.2283,22.6027,42.4658,18.8204,500.0,34.7032,500,09DPR1785L,VASCO DE QUIROGA,-99.23967778,19.38282222,ÁLVARO OBREGÓN,Primaria,99.5434
09DPR2013F,JUÁREZ Y CONSTITUCION,VESPERTINO,2024-2025,23.142,41.3897,34.139,14.5015,25.6798,17.8789,372.0,21.7523,372,09DPR2063N,JUÁREZ Y CONSTITUCIÓN,-99.01058889,19.25529167,XOCHIMILCO,Primaria,58.6103
09DPR2976I,DR. CONRADO MENENDEZ MENA,MATUTINO,2024-2025 | 2025-2026,23.1325,18.6747,39.1566,24.0964,33.7349,18.3778,170.0,30.1205,170,09DPR2976I,DR. CONRADO MENENDEZ MENA,-99.25503333,19.38253611,CUAJIMALPA DE MORELOS,Primaria,81.3253
09DPR1363D,MTRO. MANUEL C. TELLO,VESPERTINO,2024-2025 | 2025-2026,23.1304,20.0,26.9565,46.087,22.6087,,,32.1739,100,09DPR1363D,MTRO. MANUEL C. TELLO,-99.07655,19.46758056,GUSTAVO A. MADERO,Primaria,80.0
09DPR1882N,CARMEN SERDAN,MATUTINO,2024-2025 | 2025-2026,23.1261,0.3552,60.0355,19.7158,35.524,18.207,567.0,33.5702,567,09DES0169M,CARMEN SERDÁN,-99.246225,19.36003056,ÁLVARO OBREGÓN,Secundaria,99.6448
09DPR0126V,ESTEFANIA CASTAÑEDA,MATUTINO,2024-2025 | 2025-2026,23.125,10.0,48.125,26.25,31.25,19.704,196.0,30.0,196,09DJN0183W,ESTEFANIA CASTAÑEDA,-99.18749167,19.37054167,BENITO JUÁREZ,Preescolar,90.0
09DPR3246B,PROFRA. SUSANA ORTIZ SILVA,MATUTINO,2024-2025 | 2025-2026,23.125,0.9375,40.9375,33.75,40.0,19.2004,334.0,36.875,334,09DPR3246B,PROFRA. SUSANA ORTIZ SILVA,-99.11555,19.32519722,COYOACÁN,Primaria,99.0625
09DPR1915O,DOCTOR PORFIRIO PARRA,VESPERTINO,2024-2025 | 2025-2026,23.1111,4.4444,46.6667,17.7778,46.6667,,,40.0,44,09DPR1915O,DOCTOR PORFIRIO PARRA,-99.19453333,19.34506111,ÁLVARO OBREGÓN,Primaria,95.5556
09DPR3030C,GRAL. FRANCISCO VILLA,MATUTINO,2024-2025 | 2025-2026,23.102,15.5102,39.5918,30.2041,30.2041,,,33.0612,233,09DJN0300V,GENERAL FRANCISCO VILLA,-99.06008889,19.33931667,IZTAPALAPA,Preescolar,84.4898
09DPR2625E,PROFRA. AMANDA PALAFOX Y BAZ,VESPERTINO,2024-2025 | 2025-2026,23.0928,3.0928,51.5464,17.5258,43.299,18.7696,237.0,30.9278,237,09DPR2622H,PROFRA. AMANDA PALAFOX Y BAZ,-99.17656944,19.26931944,TLALPAN,Primaria,96.9072
09DPR1941M,21 DE AGOSTO DE 1944,MATUTINO,2024-2025 | 2025-2026,23.0573,1.9108,37.5796,35.6688,40.1274,18.5854,154.0,35.6688,154,09DPR1941M,21 DE AGOSTO DE 1944,-99.18821944,19.33991111,COYOACÁN,Primaria,98.0892
09DPR1788I,CARLOS A. PEREYRA,VESPERTINO,2024-2025 | 2025-2026,23.0556,0.0,58.3333,25.0,31.9444,18.7475,152.0,35.4167,152,09DPR1784M,CARLOS A. PEREYRA,-99.22949167,19.37888056,ÁLVARO OBREGÓN,Primaria,100.0
09DPR1632H,EMPERADOR CUITLAHUAC,MATUTINO,2024-2025 | 2025-2026,23.0542,32.0197,20.197,46.3054,16.7488,,,28.5714,138,09DPR1632H,EMPERADOR CUITLAHUAC,-99.17049444,19.47275833,AZCAPOTZALCO,Primaria,67.9803
09DPR1340T,GRAL. JUAN N. MENDEZ,MATUTINO,2024-2025,23.0508,1.6949,46.6102,42.3729,24.5763,10.3112,118.0,43.2203,118,09DPR1340T,GRAL. JUAN N. MENDEZ,-99.18903889,19.471025,AZCAPOTZALCO,Primaria,98.3051
09DPR2152G,AURELIO MALDONADO CEDILLO,MATUTINO,2024-2025 | 2025-2026,23.0468,32.5792,25.0377,36.3499,21.267,19.0451,494.0,32.2775,494,09DPR0848Z,AURELIO MALDONADO CEDILLO,-99.15254444,19.54931111,GUSTAVO A. MADERO,Primaria,67.4208
09DPR1833E,INSURGENTES BRAVO,MATUTINO,2025-2026,23.0435,9.058,43.8406,27.8986,34.4203,19.0126,303.0,31.1594,303,09DPR1833E,INSURGENTES BRAVO,-99.18395556,19.39447778,BENITO JUÁREZ,Primaria,90.94200000000001
09DPR2561K,LIC. PROTASIO TAGLE,MATUTINO,2024-2025 | 2025-2026,23.0263,6.25,33.2237,44.7368,30.9211,18.1095,337.0,34.2105,337,09DPR2561K,LIC. PROTASIO TAGLE,-99.16395833,19.35124167,COYOACÁN,Primaria,93.75
09DPR1644M,EL NIÑO AGRARISTA,MATUTINO,2024-2025 | 2025-2026,23.0162,43.8515,23.6659,27.8422,19.7216,,,23.6659,339,09DPR1644M,EL NIÑO AGRARISTA,-99.20476111,19.47930556,AZCAPOTZALCO,Primaria,56.1485
09DPR2257A,REINO DE JORDANIA,MATUTINO,2024-2025 | 2025-2026,23.0151,0.0,36.1809,44.7236,34.1709,19.4455,267.0,35.6784,267,09DPR2257A,REINO DE JORDANIA,-99.18023333,19.34221667,COYOACÁN,Primaria,100.0
09DPR0011U,PROFR. CARITINO MALDONADO PÉREZ,VESPERTINO,2024-2025,22.987,26.6234,50.6494,7.1429,30.5195,19.5044,193.0,21.4286,193,09DPR0011U,PROFR. CARITINO MALDONADO PÉREZ,-99.106175,19.24628611,XOCHIMILCO,Primaria,73.3766
09DPR2652B,ANASTASIO GAONA DURAN,MATUTINO,2024-2025 | 2025-2026,22.9857,49.8978,27.6074,14.3149,23.1084,,,19.6319,454,09DPR2652B,ANASTASIO GAONA DURAN,-99.09093333,19.48466111,GUSTAVO A. MADERO,Primaria,50.1022
09DPR1996P,IGNACIO RAMÍREZ,VESPERTINO,2024-2025,22.9787,38.8298,17.5532,35.1064,23.4043,17.7183,187.0,22.3404,187,09DJN0782R,IGNACIO RAMÍREZ,-99.04370833,19.39286944,IZTAPALAPA,Preescolar,61.1702
09DPR1419P,PROFR. JUAN B. SALAZAR,VESPERTINO,2024-2025 | 2025-2026,22.9752,9.9174,57.0248,5.7851,42.1488,,,33.8843,118,09DPR1422C,PROFR. JUAN B. SALAZAR,-99.15458333,19.51784167,GUSTAVO A. MADERO,Primaria,90.0826
09DPR1809E,SATURNINO HERRAN,MATUTINO,2024-2025 | 2025-2026,22.9557,0.0,51.2315,15.7635,47.7833,19.3271,299.0,35.9606,299,09DJN0512Y,SATURNINO HERRAN,-99.293475,19.36190833,CUAJIMALPA DE MORELOS,Preescolar,100.0
09DPR1232L,GEORGES CUISENAIRE,MATUTINO,2024-2025 | 2025-2026,22.9482,17.1315,35.4582,32.6693,29.4821,,,30.6773,233,09DPR0875X,GEORGES CUISENAIRE,-99.18223056,19.497225,AZCAPOTZALCO,Primaria,82.8685
09DPR1159T,ANGEL ALBINO CORZO,MATUTINO,2024-2025 | 2025-2026,22.9429,2.1021,33.9339,40.5405,38.1381,19.077,423.0,33.6336,423,09DPR1159T,ANGEL ALBINO CORZO,-99.14323611,19.39873889,BENITO JUÁREZ,Primaria,97.89789999999999
09DPR2485V,ABRAHAM CASTELLANOS,MATUTINO,2024-2025 | 2025-2026,22.9384,1.4218,39.8104,40.2844,33.1754,19.1229,213.0,41.2322,213,09DPR2485V,ABRAHAM CASTELLANOS,-99.129125,19.44046111,CUAUHTÉMOC,Primaria,98.5782
09DPR4184M,JOSÉ JESUS AGUILERA PALOMINO,MATUTINO,2024-2025 | 2025-2026,22.9358,5.5046,30.2752,47.7064,31.1927,17.9165,232.0,35.7798,232,09DPR4184M,JOSÉ JESUS AGUILERA PALOMINO,-99.17239722,19.33126667,COYOACÁN,Primaria,94.4954
09DPR1318R,PROFR. FERNANDO BEST,MATUTINO,2024-2025 | 2025-2026,22.9153,18.9831,25.0847,42.0339,28.4746,,,30.1695,240,09DPR1318R,PROFR. FERNANDO BEST,-99.115325,19.47851389,GUSTAVO A. MADERO,Primaria,81.01689999999999
09DPR1130O,MAESTRO ERNESTO ALCONEDO,MATUTINO,2024-2025 | 2025-2026,22.9032,20.1613,29.0323,33.0645,32.2581,18.0041,124.0,25.8065,124,09DPR1130O,MAESTRO ERNESTO ALCONEDO,-99.171525,19.377175,BENITO JUÁREZ,Primaria,79.8387
09DPR1051B,PONCIANO QUIROZ HERRERA,VESPERTINO,2024-2025 | 2025-2026,22.8947,19.7368,32.8947,40.7895,21.0526,19.1195,110.0,32.8947,110,09DPR1052A,PONCIANO QUIROZ HERRERA,-99.0733,19.39359444,IZTACALCO,Primaria,80.2632
09DPR1515S,CLUB DE LEONES DE LA VILLA NUM. 2,MATUTINO,2024-2025 | 2025-2026,22.8704,28.7037,30.5556,35.6481,19.4444,,,31.4815,160,09DPR1515S,CLUB DE LEONES DE LA VILLA NUM. 2,-99.10883611,19.47211111,GUSTAVO A. MADERO,Primaria,71.2963
09DPR3079V,PROFR. VICTORIANO GONZÁLEZ GARZON,VESPERTINO,2024-2025 | 2025-2026,22.8571,0.0,48.8095,34.5238,30.9524,18.1139,114.0,36.9048,114,09DPR3079V,PROFR. VICTORIANO GONZÁLEZ GARZON,-99.05874444,19.43138056,VENUSTIANO CARRANZA,Primaria,100.0
09DPR2660K,VALERIO TRUJANO,VESPERTINO,2024-2025 | 2025-2026,22.8499,13.2316,51.145,20.1018,29.771,18.9102,353.0,33.8422,353,09DPR1786K,VALERIO TRUJANO,-99.31610556,19.35353333,CUAJIMALPA DE MORELOS,Primaria,86.7684
09DPR2301Y,FUERZAS ARMADAS DE MÉXICO,MATUTINO,2024-2025 | 2025-2026,22.8326,0.0,41.2017,21.4592,51.5021,19.4333,360.0,34.3348,360,09DPR2301Y,FUERZAS ARMADAS DE MÉXICO,-99.16236667,19.27827222,TLALPAN,Primaria,100.0
09DPR1691X,OROZCO Y BERRA,MATUTINO,2024-2025 | 2025-2026,22.8261,1.087,35.8696,47.8261,29.3478,22.4981,129.0,44.5652,129,09DPR1691X,OROZCO Y BERRA,-99.17954167,19.45746389,MIGUEL HIDALGO,Primaria,98.913
09DPR1782O,XOCHIQUETZAL,VESPERTINO,2024-2025 | 2025-2026,22.8159,7.5812,51.9856,20.9386,33.574,16.5469,269.0,32.852,269,09DPR1781P,XOCHIQUETZAL,-99.29086111,19.36985,CUAJIMALPA DE MORELOS,Primaria,92.4188
09DPR2239L,FRANCISCO GABILONDO SOLER,MATUTINO,2025-2026,22.8148,0.0,33.3333,39.2593,41.4815,18.9837,133.0,33.3333,133,09DPR2943R,FRANCISCO GABILONDO SOLER,-99.10873611,19.38710833,IZTACALCO,Primaria,100.0
09DPR2295D,TEOFILO ÁLVAREZ BORBOA,MATUTINO,2024-2025 | 2025-2026,22.7907,0.3876,47.2868,15.8915,50.3876,,,30.2326,347,09DPR2295D,TEOFILO ÁLVAREZ BORBOA,-99.13273333,19.28785556,TLALPAN,Primaria,99.6124
09DPR5039H,QUETZALCOATL,MATUTINO,2024-2025 | 2025-2026,22.7826,13.913,35.2174,37.8261,26.9565,17.1825,209.0,34.3478,209,09DPR5119T,QUETZALCOATL,-99.30938056,19.3535,CUAJIMALPA DE MORELOS,Primaria,86.087
09DPR1233K,PEDRO HENRIQUEZ UREÑA,VESPERTINO,2025-2026,22.7778,0.0,51.3889,25.0,37.5,21.5727,91.0,36.1111,91,09DPR1233K,PEDRO HENRIQUEZ UREÑA,-99.12918889,19.39999444,IZTACALCO,Primaria,100.0
09DPR2312D,REPÚBLICA DE ARGELIA,MATUTINO,2024-2025 | 2025-2026,22.7673,1.2579,40.2516,32.0755,40.2516,19.1387,234.0,33.9623,234,09DPR2312D,REPÚBLICA DE ARGELIA,-99.11891667,19.38267222,IZTACALCO,Primaria,98.7421
09DPR1756Q,MTRO. CAYETANO RODRIGUEZ BELTRAN,MATUTINO,2025-2026,22.7586,0.0,48.2759,31.0345,34.4828,18.4593,234.0,35.1724,234,09DPR1755R,MTRO. CAYETANO RODRIGUEZ BELTRAN,-99.20841389,19.38846944,ÁLVARO OBREGÓN,Primaria,100.0
09DPR2908L,CERRO DE LA ESTRELLA,MATUTINO,2024-2025 | 2025-2026,22.7556,0.0,58.6667,12.8889,42.2222,18.8026,295.0,35.1111,295,09DPR2908L,CERRO DE LA ESTRELLA,-99.10246111,19.34549444,IZTAPALAPA,Primaria,100.0
09DPR2675M,PROFR. VICTOR MANUEL MANZANO DELGADO,VESPERTINO,2024-2025 | 2025-2026,22.7298,0.2786,56.2674,14.4847,42.6184,19.1285,456.0,34.8189,456,09DPR2675M,PROFR. VICTOR MANUEL MANZANO DELGADO,-99.23513611,19.27704444,TLALPAN,Primaria,99.7214
09DPR3176X,FLORENCIO M. DEL CASTILLO,MATUTINO,2024-2025 | 2025-2026,22.7149,0.4525,32.5792,47.9638,32.5792,18.9851,294.0,36.1991,294,09DPR2415Z,FLORENCIO M. DEL CASTILLO,-99.1592,19.43830556,CUAUHTÉMOC,Primaria,99.5475
09DPR0841G,GENERAL IGNACIO ZARAGOZA,MATUTINO,2024-2025 | 2025-2026,22.7128,0.0,54.5213,23.6702,35.3723,18.1676,382.0,30.0532,382,09DES0112L,GENERAL IGNACIO ZARAGOZA,-99.122775,19.42110278,VENUSTIANO CARRANZA,Secundaria,100.0
09DPR2284Y,REPÚBLICA DE IRAK,MATUTINO,2024-2025 | 2025-2026,22.6897,1.0345,34.1379,35.8621,42.4138,18.7818,341.0,35.1724,341,09DPR2284Y,REPÚBLICA DE IRAK,-99.11970278,19.36365,IZTAPALAPA,Primaria,98.9655
09DPR1652V,MÁRTIRES DE LA LIBERTAD,MATUTINO,2024-2025 | 2025-2026,22.6712,31.1644,22.9452,35.6164,23.6301,,,30.137,256,09DPR1652V,MÁRTIRES DE LA LIBERTAD,-99.18696389,19.47933611,AZCAPOTZALCO,Primaria,68.8356
09DPR5083V,TIERRA Y LIBERTAD,MATUTINO,2024-2025 | 2025-2026,22.6531,1.5306,38.7755,34.6939,38.2653,18.3403,259.0,34.1837,259,09DPR5083V,TIERRA Y LIBERTAD,-98.99007778,19.35247778,IZTAPALAPA,Primaria,98.4694
09DPR2066K,MELCHOR OCAMPO,VESPERTINO,2024-2025 | 2025-2026,22.6415,21.3836,36.478,33.3333,22.0126,,,28.3019,141,09DPR5081X,MELCHOR OCAMPO,-98.99296667,19.34795278,IZTAPALAPA,Primaria,78.6164
09DPR0005J,PROFR. ANTONIO CEDEÑO,VESPERTINO,2024-2025 | 2025-2026,22.6337,0.4115,31.2757,51.4403,30.0412,19.0506,327.0,41.9753,327,09DPR0005J,PROFR. ANTONIO CEDEÑO,-99.05108889,19.32975833,IZTAPALAPA,Primaria,99.5885
09DPR3027P,PROFR. EFREN NUÑEZ MATA,MATUTINO,2024-2025 | 2025-2026,22.6328,0.2309,46.4203,29.7921,36.7206,19.4775,477.0,39.03,477,09DPR3027P,PROFR. EFREN NUÑEZ MATA,-99.18348611,19.28619167,TLALPAN,Primaria,99.7691
09DPR1570L,ESTADO DE JALISCO,VESPERTINO,2024-2025 | 2025-2026,22.6263,25.2525,31.3131,33.3333,23.2323,19.4909,66.0,34.3434,66,09DPR1570L,ESTADO DE JALISCO,-99.15060278,19.47558056,AZCAPOTZALCO,Primaria,74.7475
09DPR3186D,PROFR. ANTONIO S. LÓPEZ,MATUTINO,2025-2026,22.6217,0.0,59.176,12.7341,41.1985,18.5558,273.0,32.9588,273,09DPR4168V,PROFR. ANTONIO S. LÓPEZ,-99.23501389,19.35776111,ÁLVARO OBREGÓN,Primaria,100.0
09DPR2230U,MAESTROS DE MÉXICO,VESPERTINO,2024-2025 | 2025-2026,22.611,18.2768,33.6815,37.3368,23.7598,19.3312,334.0,30.0261,334,09DPR2230U,MAESTROS DE MÉXICO,-99.28223333,19.34231667,CUAJIMALPA DE MORELOS,Primaria,81.72319999999999
09DPR2834K,PROFR. ALFREDO BASURTO GARCÍA,MATUTINO,2025-2026,22.6087,2.7174,47.8261,27.7174,34.7826,18.865,194.0,37.5,194,09DPR2678J,PROFR. ALFREDO BASURTO GARCÍA,-99.15815278,19.31206944,COYOACÁN,Primaria,97.2826
09DPR4512P,SALVADOR NAVA MARTÍNEZ,VESPERTINO,2025-2026,22.6056,0.0,60.9155,17.6056,34.507,19.5467,350.0,34.507,350,09DPR4513O,SALVADOR NAVA MARTÍNEZ,-99.24060833,19.37067778,ÁLVARO OBREGÓN,Primaria,100.0
09DPR2005X,PRIMERO DE MAYO,MATUTINO,2024-2025 | 2025-2026,22.5926,0.463,54.1667,23.3796,34.9537,17.6623,584.0,32.8704,584,09PES0367R,PRIMERO DE MAYO,-99.177645,19.446675,MIGUEL HIDALGO,Secundaria,99.537
09DPR2297B,PROFRA. CONCEPCIÓN PATIÑO VALDEZ,MATUTINO,2024-2025 | 2025-2026,22.5862,10.7759,43.1034,15.9483,43.1034,,,26.2931,263,09DPR2297B,PROFRA. CONCEPCIÓN PATIÑO VALDEZ,-99.22321944,19.29537778,TLALPAN,Primaria,89.22409999999999
09DPR2000B,ARABIA SAUDITA,MATUTINO,2024-2025 | 2025-2026,22.5806,13.783,28.4457,36.3636,34.3109,,,28.739,355,09DPR2000B,ARABIA SAUDITA,-99.12926111,19.29201944,TLALPAN,Primaria,86.217
09DPR1807G,MANUEL MARIA CONTRERAS,MATUTINO,2024-2025 | 2025-2026,22.5751,0.4292,27.897,55.3648,29.1845,,,35.6223,283,09PPR0223B,MANUEL MARIA CONTRERAS,-99.1654,19.436638,CUAUHTÉMOC,Primaria,99.5708
09DPR2930N,DR. ANGEL MA. GARIBAY,VESPERTINO,2024-2025 | 2025-2026,22.5641,1.2821,65.3846,12.8205,33.3333,19.9563,94.0,34.6154,94,09DPR2467F,DR. ANGEL MA. GARIBAY,-99.16909167,19.31558333,COYOACÁN,Primaria,98.7179
09DPR3174Z,PROFR. SIMITRIO RAMIREZ HERNANDEZ,VESPERTINO,2024-2025 | 2025-2026,22.5532,20.9726,48.6322,10.3343,32.8267,,,25.228,441,09DPR3174Z,PROFR. SIMITRIO RAMIREZ HERNANDEZ,-99.26044167,19.31181111,LA MAGDALENA CONTRERAS,Primaria,79.0274
09DPR3243E,PROFR. ARNULFO PÉREZ HERNANDEZ,MATUTINO,2024-2025 | 2025-2026,22.5532,0.7092,41.844,31.9149,38.2979,18.542,303.0,37.5887,303,09DPR3243E,PROFR. ARNULFO PÉREZ HERNANDEZ,-99.11196667,19.38322222,IZTACALCO,Primaria,99.2908
09DPR0975W,ESTADO DE ISRAEL,MATUTINO,2025-2026,22.549,0.0,25.4902,56.8627,30.3922,18.642,143.0,38.2353,143,09DPR0975W,ESTADO DE ISRAEL,-99.10093611,19.42006389,VENUSTIANO CARRANZA,Primaria,100.0
09DPR1815P,MARIA CARRARO VDA. DE AMBROSSI,VESPERTINO,2024-2025 | 2025-2026,22.5455,1.8182,54.5455,20.0,36.3636,,,40.0,95,09DPR1815P,MARIA CARRARO VDA. DE AMBROSSI,-99.22858056,19.38390556,ÁLVARO OBREGÓN,Primaria,98.1818
